game_name,reviews_like_rate,all_reviews_number,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads,release_year
"Warhammer 40,000: Rogue Trader",84,21529,2023-12-07,Owlcat Games,"Story Rich, RPG, Strategy, Turn-Based, Fantasy","win, mac","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Turkish",24.99,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",13,3.69,3,75,2070000,2023
Monster Hunter Wilds,62,132188,2025-02-28,"CAPCOM Co., Ltd.","Action, RPG, Open World, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Arabic, Spanish - Latin America, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean",52.49,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",13,3.49,3,56,6870000,2025
Age of Empires IV: Anniversary Edition,86,60765,2021-10-28,World's Edge,"Strategy, Building, War, Management",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Vietnamese, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Norwegian, Polish, Portuguese - Portugal, Swedish, Hindi",19.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Family Sharing",13,4.0,3,37,3400000,2021
Assassin’s Creed Shadows,79,19151,2025-03-20,Ubisoft Quebec,"Action, Adventure, Open World, Combat",win,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Polish",55.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases, HDR available",17,3.4,4,57,686000,2025
Left 4 Dead,96,51946,2008-11-17,Valve,"FPS, Action, Survival, Horror",win,"English, French, German, Spanish - Spain, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Simplified Chinese, Swedish, Traditional Chinese, Korean, Bulgarian, Czech, Greek, Hungarian, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Turkish, Ukrainian, Vietnamese",5.79,"Single-player, Steam Achievements, Captions available, Steam Cloud, Stats, Steam Leaderboards, Includes Source SDK, Commentary available, Remote Play on TV, Family Sharing",17,4.04,3,31,65370000,2008
Split Fiction,97,50496,2025-03-06,Hazelight Studios,"Platformer, Story Rich, Adventure",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Traditional Chinese",49.99,"Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play Together, HDR available, Family Sharing",13,4.11,3,17,3800000,2025
SnowRunner,90,35753,2021-05-18,Saber Interactive,"Simulation, Driving, Realistic","win, mac","English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",20.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",13,3.8,4,55,2230000,2021
Crusader Kings III,91,80214,2020-09-01,Paradox Development Studio,"Strategy, Management, Simulation, RPG, Sandbox","win, mac, linux","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Korean, Polish",29.99,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",13,4.05,3,76,4680000,2020
Baldur's Gate 3,96,669120,2023-08-03,Larian Studios,"RPG, Adventure, Strategy, Story Rich, Turn-Based, Fantasy","win, mac","English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish, Portuguese - Brazil, Italian, Spanish - Latin America, Traditional Chinese, Ukrainian, Korean, Japanese",34.99,"Single-player, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",17,4.61,4,80,34030000,2023
Beyond: Two Souls,88,23382,2020-06-18,Quantic Dream,"Adventure, Story Rich, Visual Novel, Action",win,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish",15.99,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",17,3.56,2,15,2170000,2020
House Flipper 2,85,11101,2023-12-14,Frozen District,"Simulation, Building",win,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Ukrainian",23.99,"Single-player, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing",0,3.33,1,15,902200,2023
Arma Reforger,76,27531,2023-11-16,Bohemia Interactive,"Simulation, Shooter, Action, Realistic",win,"English, French, Italian, German, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Spain, Ukrainian",19.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, Steam Cloud, Family Sharing",17,3.61,3,77,1700000,2023
Wuthering Waves,89,11480,2025-04-28,KURO GAMES,"Open World, Action, Anime, RPG",win,"English, French, German, Spanish - Spain, Japanese, Simplified Chinese, Traditional Chinese, Korean",0.0,"Single-player, In-App Purchases",13,3.53,3,48,947900,2025
Escape the Backrooms,91,85235,2022-08-11,Fancy Games,Horror,win,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Korean, Turkish",5.79,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",13,3.55,3,12,5400000,2022
The Walking Dead,97,47010,2012-04-24,Telltale Games,"Story Rich, Adventure","win, mac","English, French, Italian, German, Spanish - Spain",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,4.14,3,4,9170000,2012
Garry's Mod,96,996654,2006-11-29,Facepunch Studios,"Sandbox, FPS, Simulation, Building","win, mac, linux","English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",5.79,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Includes level editor, Includes Source SDK, Remote Play on Tablet, Family Sharing",0,3.98,3,66,62790000,2006
Destiny 2,79,625322,2019-10-01,Bungie,"Open World, MMORPG",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",0.0,"Single-player, Online PvP, Online Co-op, Steam Achievements, In-App Purchases",13,3.4,3,59,46430000,2019
Guild Wars 2,88,21461,2022-08-23,ArenaNet®,"MMORPG, Adventure",win,"English, French, German, Spanish - Spain",0.0,"MMO, Online PvP, Online Co-op, In-App Purchases",13,4.05,3,80,2630000,2022
Yu-Gi-Oh! Master Duel,74,86486,2022-01-19,KONAMI,"Card Game, Strategy",win,"English, French, Italian, German, Spanish - Latin America, Portuguese - Brazil, Japanese, Korean, Simplified Chinese, Traditional Chinese",0.0,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",13,3.52,3,62,9250000,2022
World War Z,83,19487,2021-09-21,Saber Interactive Inc,"Shooter, Action, Survival, Horror",win,"English, Russian, Spanish - Spain, Traditional Chinese, French, Italian, German, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Japanese",21.69,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Family Sharing",17,3.05,3,15,2000000,2021
Albion Online,78,82889,2017-07-17,Sandbox Interactive GmbH,"MMORPG, Open World, Sandbox","win, mac, linux","English, French, German, Spanish - Spain, Portuguese - Brazil, Polish, Russian, Portuguese - Portugal, Spanish - Latin America, Korean, Simplified Chinese, Italian, Japanese, Traditional Chinese, Indonesian, Arabic, Turkish",0.0,"MMO, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",13,3.62,4,58,9430000,2017
V Rising,89,98413,2024-05-08,Stunlock Studios,"Survival, Open World, Building, Combat, Sandbox",win,"English, French, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Italian, Hungarian, Japanese, Korean, Polish, Russian, Turkish, Traditional Chinese, Thai",17.99,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Cloud, Family Sharing",13,3.22,3,39,7110000,2024
Ravenswatch,80,11834,2024-09-26,Passtech Games,"Roguelike, Action, Combat, RPG",win,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese",14.99,"Single-player, Online Co-op, Steam Cloud, Family Sharing",13,3.0,3,10,884600,2024
FINAL FANTASY XIV Online,87,73275,2014-02-18,Square Enix,"MMORPG, Fantasy",win,"English, French, German, Japanese",15.99,"Single-player, MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Remote Play on Tablet, Family Sharing",13,2.98,3,80,5360000,2014
Total War: WARHAMMER II,93,84200,2017-09-28,CREATIVE ASSEMBLY,"Strategy, Fantasy, Turn-Based, Action, Tactical","win, mac, linux","English, French, Italian, German, Spanish - Spain, Czech, Korean, Polish, Portuguese - Brazil, Russian, Turkish, Simplified Chinese, Traditional Chinese",49.99,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Remote Play on Tablet, Family Sharing",13,3.97,4,79,6150000,2017
Russian Fishing 4,53,73199,2021-11-11,FishSoft LLC,"Simulation, Sports, RPG",win,"English, German, Russian, Simplified Chinese, French, Spanish - Spain, Polish, Portuguese - Brazil, Dutch, Korean, Japanese, Traditional Chinese, Turkish, Italian, Indonesian",0.0,"Single-player, MMO, Online PvP, Steam Achievements, In-App Purchases, Stats",10,2.59,2,43,8030000,2021
Valheim,94,424593,2021-02-02,Iron Gate AB,"Early Access, Open World, Crafting, Survival, RPG, Adventure","win, mac, linux","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Turkish, Japanese, Portuguese - Brazil, Polish, Ukrainian, Italian, Korean, Traditional Chinese",13.19,"Single-player, Online Co-op, Steam Cloud, Remote Play on Tablet, Family Sharing",13,3.93,3,66,27360000,2021
"Warhammer 40,000: Darktide",71,89980,2022-11-30,Fatshark,"Horror, Combat, FPS, Action",win,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean, Traditional Chinese",24.99,"Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, In-App Purchases, Family Sharing",17,3.1,3,38,4320000,2022
World of Tanks Blitz,78,148024,2016-11-09,Wargaming Group Limited,"Shooter, Action, Tactical, Simulation","win, mac","English, French, Italian, German, Spanish - Spain, Arabic, Czech, Finnish, Japanese, Korean, Polish, Russian, Simplified Chinese, Thai, Traditional Chinese, Turkish, Portuguese - Brazil, Ukrainian, Hindi, Vietnamese",0.0,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases",13,3.58,3,74,14150000,2016
Team Fortress 2,89,1160033,2007-10-10,Valve,"Action, FPS, Tactical","win, linux","English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean, Czech, Hungarian, Portuguese - Brazil, Turkish, Greek, Bulgarian, Romanian, Thai, Ukrainian, Spanish - Latin America",0.0,"Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, In-App Purchases, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet",17,4.3,3,77,99070000,2007
Metaphor: ReFantazio,91,19617,2024-10-11,ATLUS,"Turn-Based, Combat, JRPG, Anime, Management, Adventure",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Spanish - Latin America",69.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.7,3,80,1040000,2024
Once Human,74,129900,2024-07-09,Starry Studio,"Survival, Open World",win,"English, Simplified Chinese, French, German, Japanese, Korean, Traditional Chinese, Portuguese - Brazil, Spanish - Latin America",0.0,"MMO, Online PvP, Online Co-op, Steam Trading Cards, In-App Purchases",10,3.83,3,80,11790000,2024
Total War: WARHAMMER,78,31622,2016-05-24,CREATIVE ASSEMBLY,"Strategy, Fantasy, Turn-Based, Action, Tactical","win, mac, linux","English, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Turkish, Czech, Simplified Chinese, Traditional Chinese",49.99,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing",13,3.86,3,66,6150000,2016
ARMORED CORE™ VI FIRES OF RUBICON™,91,60593,2023-08-25,"FromSoftware, Inc.","Action, Souls-like, Combat",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",39.99,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.96,4,41,2540000,2023
GUILTY GEAR -STRIVE-,88,42263,2021-06-11,Arc System Works,"Fighting, 2D, Anime",win,"English, Japanese, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Korean",44.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",13,3.79,3,43,1310000,2021
No Man's Sky,81,265781,2016-08-12,Hello Games,"Open World, Survival, Crafting, Adventure","win, mac","English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",59.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, HDR available, Family Sharing",13,2.94,3,63,14740000,2016
Lost Ark,71,201980,2022-02-12,Smilegate RPG,"MMORPG, Action",win,"English, French, German, Spanish - Spain",0.0,"Single-player, MMO, Online PvP, Online Co-op, Steam Achievements, In-App Purchases",17,3.32,3,68,52340000,2022
SurrounDead,89,6129,2022-06-24,Zurvivor,"Early Access, Survival, Open World, RPG, Shooter",win,English,6.59,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,3.97,3,41,431600,2022
Assetto Corsa,92,117071,2014-12-19,Kunos Simulazioni,"Simulation, Driving",win,"English, Italian, Simplified Chinese, Traditional Chinese",10.49,"Single-player, Online PvP, Steam Achievements, VR Supported, Steam Leaderboards, Includes level editor, Family Sharing",0,4.05,4,51,11180000,2014
BeamNG.drive,97,295955,2015-05-29,BeamNG,"Simulation, Driving, Realistic, Sandbox",win,"English, French, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Spanish - Spain, German, Polish",12.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",10,4.19,3,55,12160000,2015
FANTASY LIFE i: The Girl Who Steals Time,92,5041,2025-05-21,LEVEL5 Inc.,"JRPG, Action, Adventure",win,"English, Japanese, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",49.99,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, HDR available, Family Sharing",10,3.83,2,41,383900,2025
Enshrouded,86,69577,2024-01-24,Keen Games GmbH,"Early Access, Open World, Survival, Building, RPG, Action",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian, Thai",14.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",13,2.88,3,26,4090000,2024
